Title,Data,Category
"In general I believe that with the item…

","In general I believe that with the item you are sending you should also send a bag, and the original box of the item. In a lot of cases the product is intended for a gift and not always personal use. Especially now during pandemic, an appropriate packaging is important

",pos
"My experience

","Hello I have just received the item but is much bigger than expected. I will see if I will keep it or not. Besides this the delivery was ok and very quick.Thanks

",pos
"Heart earrings

","Love these earring big beautiful and shiny. Not too crazy about clip ons but they don’t hurt your ears .

",pos
"Great selections and customer service

","Great selections and customer service. I buy from them regularly. As a vegan I like that PETA has shares in the company and that they don&apos;t sell fur items. However its disappointing that they still sell exotic skins. Makes me want to shop less frequent. Prices tend to be more expensive than their rivals.

",pos
"The box came with the bottom torn open

","The box came with the bottom torn open.  The suit was not wrapped in plastic or tissue.  Just thrown in the box.

",pos
"Very fast delivery

","Very fast delivery, But the original Bottega Package was on 3 from 4 Sides Broken and in Bad shape

",pos
"First order - good impression.

","My first order with Farfetch and I am really pleased with it. Easy to order and good communication. Quick delivery within a couple of days (the product was shipped from Korea). The jacket was available only on Farfetch and it was on my radar for almost a year, waiting for the most attractive price point, and I have noticed the price was reduced to almost 50% for a couple of months and then drastically increased for a couple of weeks and then dropped again. And for that practice one star less. Also, when comparing sale price to another sellers, and even original brand websites, the sale prices on Farfetch are higher. However I find browsing more pleasant compared to another stores.

",pos
"Love the boots

","Love the boots. The only complaint is the first order I placed was canceled by Farfetch and which then costed me roughly 40usd in the return process

",pos
"1 star short is because short of one dust bag

","1 star short is because short of one dust bag for a beautiful pare of shoes.Logistic is amazing as usual. Very very fast delivery.

",pos
"Lovely store

","Lots of awesome products and I love my purchase. It just took little bit longer to arrive, but still doable time.

",pos
"I always enjoy my shopping experience…

","I always enjoy my shopping experience with Farfetch, specially with the variety on goods, but I think the experience would be butter If you provide a gift wrapping service.Thanks,

",pos
"Swift

","I like how fast you make shipments, only delay is customs especially after paying their fees they still hold orders for another 48 hours.

",pos
"Shopping was a breeze

","Shopping was a breeze. Delivery was very fast. One suggestion is to put the measurement of tees. I was deliberating between 2 sizes for a while.

",pos
"My experience with Farfetch is…great so far!

","My experience with Farfetch is excellent in terms of product offerings, service, delivery time, and the ability to make returns.  This is why I choose to shop with Farfetch. The only negative I have is that I feel that the particular product I bought is over priced.  Granted the quality is excellent and looks brand new, but I found that a brand new item would cost a few thousand dollars less; the only difference was the color.  I understand that the color I have is harder to find, but not sure if a couple thousand dollars is worth the difference. I&apos;m still thinking it through.

",pos
"Fast delivery but had to pay for custom…

","Fast delivery but had to pay for custom separately duties. It should have been imbedded in the price

",pos
"Good and convenient

","Convenient to use and prompt delivery.

",pos
"The buttons of my shorts are almost…

","The buttons of my shorts are almost dropping .

",pos
"100% satisfied

","Love Farfetch quality, variety of items I could find and how easy returns are. Very satisfied. Thank you!

",pos
"Very good site

","Very good site. I like very much buy in Farfetch....fast to delivery and things are good quality.

",pos
"Deal with issues effectively when pushed

","Yet another merchant that doesn’t understand distance selling regulations and that original postage costs must be refunded when returning and item, for whatever reason, within fourteen days.Pleased to say some faith restored by the very helpful and friendly Nadia and my postage costs duly refunded

",pos
"I ordered a shirt expensive one Dolce…

","I ordered a shirt expensive one Dolce and gabbana I checked out paid Then it took along time apparently two people had bought the same shirt.  I contacted my Personal client advisor and she followed it upMy refund would be on my card soonShe was very sorry it THIS IS THE SECOND TIME THIS HAD HAPPENED

",pos
"I was very annoyed when i received the…

","I was very annoyed when i received the item, but the item was kids size rather than adult. It did not say anywhere on the item that it is for kids.Other than that, actually very pleased with speed of service and how easy it is to return an item.

",pos
"Timely arrival

","Timely arrival, but disappointingly buckle was scratched.

",pos
"The speed of delivery was brilliant

","The speed of delivery was brilliant, as was the phone-customer service. Sadly I received two different sized boots.  The good thing is that I was able to return them the same day that i received them due to the excellent return process. I look forward to receiving my refund so I can continue o shop with you.

",pos
"Efficient service

","Efficient service, quick dispatch!

",pos
"like the sweater

","like the sweater, but the materials is not matching what website says (100% cashmere)

",pos
"Very good experience

","Package arrives very fast. Less than a week from placing order! Satisfied with the whole shopping experience and process. The packaging of the parcels are very professionally done too. Thumbs up! Definitely will shop again with Farfetch!

",pos
"Great experience

","Great experience, very fast delivery loved that, but the collections are limited didn’t find many options and the size wasn’t accurate. however, I’m definitely shopping here again.

",pos
"Farfetch is great

","I would give 5 stars since shopping with farfetch is fast and awesome, but dhl as a carrier is very deficient.

",pos
"Second Purchase

","This was my second purchase from Farfetch app and this was my first Karl Lagerfeld handbag that I bought from online. (Normally I bought from the boutique). Although the colour was a little brighter in the picture but Im okay with it. It was more to dusty pink than powder pink. Delivery was faster than I expected and it took only 3 days to Qatar. I found a minor defect on the leather clip in front of the bag. It was a small scratch and looked a little bit discoloured. Other than that, Im happy to have purchased this item because it was sold out before and I received a notification that the item came back in stock. Thank you so much!

",pos
"Dolce &amp; Gabbana Devotion

","Placed my order Dec.15 and didn’t get any update in 5 days, my purchase still in progress. i decided to call customer service and i was told it’s ready for shipment. After a couple of days I checked the status of my order and it went back to “purchase in progress” again. I called again and the person who answered my call sounds like a trainee and couldn’t give me a good answer, all she knows is the item I ordered will be coming from farfetch NJ and they couldn’t hold of them to confirm if the item is available or not and she told me they need to cancel my order. She told me the item is available but in different farfetch boutique which is in LA. My point is the customers have no idea where and what particular boutique our orders are coming from. Why they have to cancel my order and let me re-order again? (Worried of getting my money back and paying again for re-order) Why they didn’t call farfetch LA and just get my order from there? 4 stars because I re-ordered on dec 23 and received it the next day plus the dolce bag is a true beauty.

",pos
"Great after-sale service

","Great after-sale service! Unconditional pick-up for return is guaranteed for my last-minute change of mind due to the wrong size picked. Thank you Farfetch!

",pos
"Super

","Super e vsichko

",pos
"great service, but would be better to improve in Product measurment.

","great service, fast shipment BUT it would be better to improve the &quot;Size Guide&quot; for clothing.The product I got has a size that too large, larger than it normally should be.It would be great and more helpful to add &quot;Product&apos;s measurements&quot; apart from Model&apos;s measurements.

",pos
"Perfect

","Everything is perfect 😍

",pos
"Love the shoes

","Love the shoes! They were stuck at DHL customs for a while (dec 9-16 supposed to be delivered on the 11th) I had to chase them up but I did manage to speak to someone who told me to go to DHL website to fill out the form to release them from customs. Will definitely shop farfetch again.

",pos
"Fast delivery

","Fast delivery, graet quality of product but not very nice packaging

",pos
"I thought the size of the bag was…

","I thought the size of the bag was medium but it turns out a &apos;Mini&quot;,  but its ok.

",pos
"Very fast delivery

","Very fast delivery! I salute DHL! Very good updates and tracking updates. I was just surprised I was taxed by over USD100.00.Thanks.

",pos
"Shipping was good and efficient but…

","Shipping was good and efficient but hand bag purchased has 2 faint scratches on the back on the leather  and I don&apos;t wish to send the item back for a exchange and having to wait again. Perhaps bags need to be looked at better when getting sent?

",pos
"I like the bag I bought this time

","I like the bag I bought this time. But one of the item was wrong they sent me another dress. A bit sad.

",pos
"Took them a while to get back to me but…

","Took them a while to get back to me but resolved my issue eventually

",pos
"Great range of designers and styles

","Great range of designers and styles. Fast shipping. The one reason why I didn’t give farfetch 5 is because I noticed that when I scroll through the items some of them are repeated so it looks like there are lots to view but a lot of the time it’s repetitive.

",pos
"Very happy with my purchase but the…

","Very happy with my purchase but the size chart was not clear for the products.

",pos
"Love the service delivery timing &amp;…

","Love the service delivery timing &amp; exclusive pieces

",pos
"Delivery

","Delivery, wrapping, products,and discount are very goodThank you

",pos
"Great online clothing platform

","✅ Lot of quality brands, even some artisans, great customer service, easy to use interface, lot of details for how the items fit and pretty accurate as well, extremely fast shipping at a very good rate. ❌ 3-5 business days for their partners to process a return confirmation once the package returned to them. This task takes no more than 5&apos;. Return shipping as fast as shipping would be great, or at least the possibility to exchange the item for the same one in a different size or colour while being reserved once the return was requested by the client. During sale period, some shops don&apos;t process the order, leaving Farfetch clueless on when the item will be dispatched. Happened twice to me, with the same item, obviously i have canceled the order both times. Prices of items can sometimes be higher than retail, in some occasions waaaay higher.

",pos
"Undeniably reliable

","Checks out on every aspect required to be placed among the great.4 and half stars

",pos
"Packaging

","I am happy that the package came quickly (3 or 4 days after ordering) however, the packaging was a bit disappointing. Paying a few hundred euros and then receiving the package in a brown shapeless bag? I dont know... The experience would have been a 10/10 if the packaging was better.

",pos
"Everything is perfect but the sneakers…

","Everything is perfect but the sneakers were damaged a little because the box was small and defenseless. I remember my last order was protected .

",pos
"Recommendable ordering on this website

","Ordered a pair of Off White shoes, and immediately got a confirmation that the order was successful. Farfetch kept me updated really well, and within a week my shoes were delivered. It was noticeable that the shoes had been tried on before, but they weren&apos;t damaged or anything. All in all, I can recommend you ordering on this website!

",pos
"Super comfortable Sandals

","Super comfortable Sandals. Flesh pink colour .

",pos
"Very Fast Delivery!

","Express delivery is amazing!! Got my order faster than I’ve ever imagined! All duties payed in advance which is very convenient. The item I bought looks just as on the website (photos were very clear and realistic). The only reason why I am giving 4/5 is because the promo code did not work with me for my first order, nor a referral code from a friend. Thanks!

",pos
"Shipping should be free or at the lower…

","Shipping should be free or at the lower rate

",pos
"Farfetch order fulfillment is fast.

","Farfetch order fulfillment is fast.Product are packed nicely and well protected.Wish the product strap is much longer, other than that, is perfect.Thank you

",pos
"It came very quick but damn did the…

","It came very quick but damn did the import cost very much

",pos
"Quick delivery

","Thank you for the quick delivery

",pos
"I had a very very good experience with…

","I had a very very good experience with Farfetch for all my orderes except the last one, when i received a different product from the one I ordered. I don&apos;t know what happened but I hope Farfetch fixes this problems and it will not happen in the future!

",pos
"Excellent

","Reliable and arrived on time with good condition

",pos
"This is my first time using Farfetch

","This is my first time using Farfetch.  I ordered a Nanushka Martin button-up overshirt (15178660).  Instead of receiving a camel colored overshirt that I expected, I received a silver-gray cardigan.   Not what was shown on the Farfetch website and not what I thought I was ordering.  I could not request an exchange per Farfetch Customer Service.  Instead I had to return and purchase a second.  Customer Service was very helpful in supporting the process and very responsive with follow-up.  Despite the small hassle I&apos;m impressed with the effort to communicate and make sure my issue was addressed.  Thank you!

",pos
"Great experience for my first YSL bag!

","Just got my YSL Lou camera bag! Ordered it on Monday (Oct 12), and received it Oct 16 (Friday). Order was processed after a day and shipped 2 days after it was in the preparation stage. Very well packaged. Called customer service twice for some questions I had and both times, the phone was picked up quickly and the CSR was very friendly, patient and helpful. The ONLY thing is, I wish the partner boutiques would also provide the original designer boxes for the item but that’s not up to Farfetch. However, perhaps Farfetch can put extra notes like that on each item, for example: “this item does not include the box or dust bag” so the customer will have a choice before purchasing.   They already give us the information on which country the item will ship from so adding which boutique it’s from would be helpful as well. Overall, I had a great experience shopping with Farfetch! Side note: for everyone that read a negative review about customer service, it wasn’t true in my case. Also, I took the liberty to contact YSL to verify that Farfetch is indeed authorized to sell their brand and that everything is authentic.

",pos
"I ordered this bag as a gift

","I ordered this bag as a gift, but l wonder it’s comes without a box, I’m sad about this.

",pos
"Fast delivery

","Fast delivery, beautiful bag!

",pos
"Happy with my buy

","Happy with my buy seem cheaper compare to other side. Authentic goods and fast delivery too

",pos
"Great selection and fast delivery

","Great selection and fast delivery, although too expensive shipping. This is my only complaint.

",pos
"Love this store

","Love this store, never dissapoints. But I think it used to have vintage section which I loved, or maybe it was someplace else. Also, why did u change your logo...

",pos
"The parcel arrived really fast and in…

","The parcel arrived really fast and in great condition.

",pos
"The size is a bit smaller than I’ve…

","The size is a bit smaller than I’ve imagine

",pos
"Nice experience with farfetch.com

","Nice experience with farfetch.comFast delivery Excellent service But I don&apos;t like that my bag deliver to me with out the brand box

",pos
"Very happy with the product i ordered

","Very happy with the product i ordered, arrived relatively fast.

",pos
"Shipping was very quick

","Shipping was very quick! However my socks are a little big. I’m a size US 9 in women, I purchased a (L).  A (M) would’ve been better.

",pos
"A Burberry storage box should have been provided

","The purchase and payment was super easy and the delivery was fast, however I was extremely disappointed that the $300 Burberry tie that I bought as a gift did not come in a Burberry storage box. Instead it came in clear plastic and wrapped in black tissue paper. I would really like to know if I can be posted a box if I was to purchase this from a store I would receive one.

",pos
"Only get what you pay for

","All worked fine.... And impressive fast!!Very simple and confinient to order for customer.But not cheap :-)

",pos
"everything was as it supposed to be…

","everything was as it supposed to be thank you for great services the reason i didn&apos;t give it a five star is because the shipping was at lease a day late at first it was suppose to be delivered on the 13th but i got it on the 14th,beside that i love everything else.

",pos
"Delivery time took more than expected

","Delivery time took more than expected, it took 3 weeks

",pos
"Great but not extraordinary

","Great but not extraordinaryThe way the sneakers (which are Adidas) are glued, they look really cheap and not so well in terms of final touches. They are comfortable but disappointed about the looks.

",pos
"I love my bag

","I love my bag but I’m wondering why dosent haveBox i really wanna now that other than than it look great as it described

",pos
"Fast shipping exact description but…

","Fast shipping exact description but price could be lower

",pos
"My second time using Farfetch

","My second time using Farfetch.  It is pretty straight forward and no fuss.  I have not tried to return anything as I like what I purchased.

",pos
"Thank you for keep going

","Under the COVID 19, thank you for trying hard to keep us shopping safe, although the deliver time of the package may take longer time than before, thank you for keeping us continues shopping.

",pos
"Thanks for the great packaging and time…

","Thanks for the great packaging and time delivery.. just one of the bag l brought have a few small scratches ..

",pos
"Great service

","Great service, however the custom process took too long

",pos
"great selection but from different…

","great selection but from different boutiques so price vary greatly. great shopping experience

",pos
"Well organized

","One of the best apps.

",pos
"one of my favourites

","best customer service, the prices are always nice

",pos
"Great app.

","Great customer service and great items esp range of vintage ones.

",pos
"Good!

","Quick delivery Beautiful item

",pos
"not problem with you

","not problem with you, it was the delivery, not big deal.this etro scarves beautiful to my collection of only etro about 62,great colors and very, very good price

",pos
"My dress

","Amazing! And the stickers were a nice touch

",pos
"Very good

","Very good, secured and trusted application

",pos
"Price too high

","Their product price  is much higher than other online shopping sites but the customer service is great.

",pos
"I like the items but not the packaging

","I like the items but not the packaging. No bag or gift choice

",pos
"Color options before clicking on product (t shirt for example)

","Option to let us know about color selection before clicking on the product so it can make our lives easier rather than clicking and having to check at the bottom. Other than that, great. Thanks.

",pos
"Fast and details!

","Fast and details! Great service!

",pos
"Never disappoints!

","I knew exactly what I wanted - the item was easy to find and purchase. Fast delivery and I was kept updated on delivery progress from the moment I ordered! I took off one star because the size I wanted was priced so much higher than the others??

",pos
"Thank you

","Thank you 4 making the shopping easy and u made my friend happy cuz it was a gift  4 here birthday at this time we all know it’s hard and difficult in the world .Thank u farfetch 💫

",pos
"Duties

","It is very good that we find everything from different stores around the world, but it’s truly inconvenient sometimes because we receive them separately and pay duties several times

",pos
"My order was packed in a perfect way BUT

","My order was packed in a perfect way, but The picture showed silver belt but i received a black glossy one.It is perfect to be honest and I liked it but it wasn&apos;t my order.I ordered 2 belts but i got only one cover not two.

",pos
"Great doing business

","Far fetch was fast and efficient and allowed me to access Zadig and Voltaire - which I otherwise could not from Australia I made two separate orders in one lot and they both turned up super quick

",pos
"Past two shoppings

","Past two shoppings, 2 of my orders were cancelled because items were out of stock. It is really annoying to find out about stock out status after I pay and everything. You need to have a better update on items.

",pos
"One of the two items I have received

","One of the two items I have received, which was a GANNI belt is too big although I have ordered it in size XS/S.

",pos
"Quick delivery let my triumph last for…

","Quick delivery let my triumph last for nearly a week.

",pos
"I hoped

","I hoped, I would also get paper bag for my ordered bag.

",pos
"Review

","Great courier and commitment to delivery dates however the prices of some of the products is higher than other websites and suppliers, also the filter in the shopping section tend to have lots of options as well, so it’s better to add more filter options

",pos
"Service is satisfactory

","Service is satisfactory!  Will keep shopping from Farfetch!

",pos
"I usually rate with 5 stars but this…

","I usually rate with 5 stars but this time I had problem with information about delivery twice. The first time they haven t sent me any notice and when they sent ,it was delivered next day.The second one they delay to send the product.

",pos
"Smooth

","Smooth, efficient and attractive price on sales items. More extra discount offer will be welcome.

",pos
"LOVE FARFETCH

","Amazing application and great selection of brands

",pos
"Process was almost flawless

","Process was almost flawless, my purchase arrived early.  The only disappointment is that my blouse was quite wrinkled.

",pos
"I am very happy to receive the goods…

","I am very happy to receive the goods within a week, but I did not deliver the Burberry gift bag, which is the only deficiency as a gift for a friend.

",pos
"Love the product

","Love the product. Took longer than expected to receive it.

",pos
"All was great exept a cancelation of a…

","All was great exept a cancelation of a product I had paid

",pos
"Good

","Great customer services.  Recommended.

",pos
"Excellent logistics flow

","Excellent logistics flow!  Good price with 20% discount in June!  Only draw back is when ordered a medium size jacket, initially the order and payment confirmed and accepted.  But then after few days to follow up the status, received reply saying the required size was out of stock and I have no choice to accept the refund and to select a size Large instead!

",pos
"Fast shipping

","Fast shipping, good product

",pos
"Great quality ski pants

","Great quality ski pants. Great feel. Looking forward to testing them out on the slopes.

",pos
"The delivery timing during this…

","The delivery timing during this circumstances was perfect , but try to work on the design of the packaging otherwise to add packaging for gifts with additional fees. Over all I’m satisfy with Farfetch

",pos
"Your shirts has a good quality

","Your shirts has a good qualityBut they are quit expensive Also the promo codes that you gaved it to me non of them are working

",pos
"Quick

","The delivery was quick but i don’t understand why they charge a interest for purchase😞 I always buy online but they don’t charge for interest purchase.

",pos
"Easy &amp; fast

","Easy to use website. Very fast shipping.

",pos
"Must honor sale price

","Same items are available at other sites for much less.  Do not like the fact that you list an item for sale and when I click on purchase the price changes.

",pos
"Overall, a very good experience!

","Quick delivery, nice packaging, excellent products!

",pos
"Perfect packaging

","Perfect packaging Express delivery- during Covid19Items received as shown

",pos
"Has anybody ordered a Versace belt

","Has anybody ordered a Versace belt ? &amp; did it come in proper Versace packaging ? Looking to order but really wanting know

",pos
"Will still order again..

","4 stars for wrong item, 5 stars for customer service

",pos
"I love Farfetch

","I love Farfetch. Even though I was sent a completely didn’t style of James Perse trousers than the ones I ordered today. They are still lovely, so I lucked out. Regardless of that everything else has always been spot on.

",pos
"Description was inadequate for 2-way belted, bonded-cotton bag

","The description of this very useful, 2-way bag is seriously lacking.  There is no mention of it having a separate WAIST belt that slides through the back top-edge flap (the function of which I could not understand from pictures).  As a result, (even though the waist belt is short) it exceeds my expectations.  Typical Mackintosh quality, but even their &quot;bonded cotton&quot; could use some explanation (I went to the Mac site for clear understanding).Otherwise, it is exactly the size and low-key appearance that i was searching for; that it was on sale sweetened its purchase and use. Fast delivery to USA. Thank you.

",pos
"Good

","Well communicated and prompt delivery

",pos
"delivery is excellent,very fast and…

","delivery is excellent,very fast and convenient.I bought a jacket but it too big for me and unfortunately not able to exchange,it was a final sale . to bad ...

",pos
"Good

","It was a verry good delivery

",pos
"Good company B+

","Good company. They has some really low prices on authentic garms. The website said the off white thong sandals were made in Italy but when i got them the sticker on the bottom said made in Indonesia. I spoke to them about this and its not a deal breaker as Browns uk assured me that it was an Authentic item and the quality is on par with my other authentic off-white clothing and accessories, I just never saw an Off White product made in Indonesia. The shipping is slightly high especially when your order only contains one product, but to ship internationally costs real money, so I can deal with paying $24 to have something shipped.

",pos
"Great alternative site for your everyday and special needs

","Competitive pricing, wide and interesting range of designers, prompt delivery. The team continued to do their best even with the COVID outbreak

",pos
"Fast shipping and nice products

","Fast shipping and nice products. I like that Farfetch makes it possible to support smaller businesses around the world. A bit to much plastic in the packaging tho.Never tried to return anything so can’t comment on that at the moment.

",pos
"I love Farfetch

","I love Farfetch! This last order was a bit slow, but Customer Service did their best to solve the problem.

",pos
"Adidas Tracksuit Top

","Was ordered for my girlfriend she said she likes it.

",pos
"Nice

","On-line the package was very poor

",pos
"No accurate item description

","I like the shoes, great packaging, normal time delivery.But I wish description of the item will be more accurate. The shoes was made in Romania...in item description was stated &quot;Imported&quot;.I though it was made in Italy, since the shoes was sent from Italy.

",pos
"Order arrived almost a week late but absolutely amazing customer service team

","Order arrived almost a week late, but item as described and throughout the delay the customer service was stellar. Customer service very friendly and replies fast, cannot fault them at all. 4 stars because they listed an item for sale (which I bought) but their supplier had warehouse closed due to COVID. Customer service was very fast in resolving this issue, but did result in a delay.

",pos
"Overall nice experience, but could be better

","Overall the experience is quite nice, the packaging is good and the shoes were intact, the seller also sent the shoes out for delivery very promptly.  As I would not be at home on the originally expected date of delivery, so I had rescheduled the delivery time.  However, the shipping company DHL was unable to deliver within the scheduled time (in the morning) that I was able to stay at home.  I need to ask my other family member to stay at home for receiving the parcel in the afternoon.Moreover, the shoes that I got finally was a bit oversized as I was just tried to pick the size that I generally wear for most of my shoes.   I know size of different brands could varies quite a lot, but I think adding the foot length in centimetres in the size chart could help me to get a more accurate size.  If there is a function to enter the size of my shoes of other brands/ model, then the system could suggest the size for the selected shoes for me, then it would be even better.

",pos
"A wonderful experience

","Great variety of goods. App is easy to be used. Discounts could be bigger.

",pos
"good

","the order was processed quickly

",pos
"it was a little delay because of the…

","it was a little delay because of the corona..

",pos
"The delivery took longer than expected

","The delivery took longer than expected.  My family member set aside other appointments and awaited the delivery at home. It turned out to be two and a half hours later than scheduled duration which was 0900 to 1400 of today.  Sad a bit!

",pos
"Hygiene is important for this moment

","Hygiene is important for this moment, i think should give more confidence for the customer receiving the parcel.

",pos
"good CS

","good customs service

",pos
"On time

","Better good nice on time

",pos
"Command on farfetch service

","Farfetch is quite efficient when dealing with customers. I also didn’t expect I could receive my parcel so fast. Give you thumb up! Good job thank you

",pos
"Taiwan should be seen.

","I was a member since 2011. Unfortunately, you turned Taiwan into a region because of political factors. TAIWAN has its own president, laws, etc., . Our government implemented measures to contain the coronavirus in our way prove this, Taiwan never belongs to China. I hope you can correct the name on the website in the future ,that would be great.

",pos
"Very happy with service &amp; the product

","Very happy with service &amp; the product. Sneakers are beautiful.

",pos
"Nice online shopping experience with…

","Nice online shopping experience with product tracing

",pos
"Excellent variety and range of items

","Excellent variety and range of items. However, prices of some items are much higher than other online stores. Furthermore, it would be more beneficial for shoppers if you could provide item measurements. I&apos;m very confident your sales will increase significantly.

",pos
"The colour is different than your…

","The colour is different than your picture

",pos
"Delivery was super fast

","Delivery was super fast! Packaging was nicely wrapped :) Only thing I would recommend is not to use so much duct tape to close the package, difficult to open it haha :p 4,5/5 !

",pos
"Fast delivery and amazing quality

","The order arrived very fast and the quality of the boots is amazing. But I have to return them because my usual size didn&apos;t seem to be the right one with these boots. They are too straight and are hurting my feet. It is unfortunate, I would have kept them otherwise, no doubt.

",pos
"I recently bought a balenciaga bag

","I recently bought a balenciaga bag, but the protective cover of the bag is broken, and then a RB hat did not give me a protective cover but first time they gave me and Very attentive packaging,I don’t know why second time not wii,But DHLis very nice

",pos
"It was such a speedy delivery

","It was such a speedy delivery. 5 stars for that.The only negative is it&apos;s very hard to estimate size. Also it&apos;s hard to know the exact detail / texture of the item compared to feeling it in the physical store. But the fact I don&apos;t need to go out to look for things i&apos;m interested in  shops, your online platform is a very good solution.

",pos
"Overall good experience

","Overall good experience. I ordered 2 items. Items were sent separately, one from France and one from Italy. It was a bit annoying and inconvenient because I needed to make sure I was in for both deliveries but overall still great experience. Delivery took between 5-7days,so not bad.P.s People who complain about custom charges should pay more attention before they check out their order. It shows if and how much custom you need to pay,if it&apos;s too much just don&apos;t go ahead with your order!simple as that!!

",pos
"Great as always!

","Fast delivery but very  expensive shipping fee to Belgium.

",pos
"Very nice, but poor choice of sizes

","Fast shipping, nice choice of products, but very poor choice of sizes, barely anything in IT 46, which makes it almost impossible for me to shop there. Pity because they have a lot of things not available elsewhere.I was also surprised that despite my Silver status and theoretical free shipping for a month, I still had to pay for shipping. It worked out well for me in the end as I chose express shipping and had my package the following day, but all the same, I find it disappointing. If you offer free shipping, it should be free shipping.

",pos
"Purchase process is simple and user…

","Purchase process is simple and user friendly

",pos
"Slow delivery from just 1500 miles…

","Slow delivery from just 1500 miles apart within USA.  I receive other Farfetch packages faster from all over the world.

",pos
"The service and delivery was great and…

","The service and delivery was great and on time, but I wish I had a warning about the amount of duties (almost 50% of the price) I had to pay to release the parcel, which dampened the experience and excitement of receiving the shoes..

",pos
"Ya went bck n charge me 10$ separate…

","Ya went bck n charge me 10$ separate from the original price without notifying me

",pos
"Farfetch is very convenient for…

","Farfetch is very convenient for shopping and good delivery service, but the freight is quite expensive.

",pos
"competitive pricing

","competitive pricing, very smooth transaction and refund is fast. thanks!

",pos
"Got exactly what I ordered in fast time…

","Got exactly what I ordered in fast time for international shipment.I wish they could have told me the customs amount before though but it was still worth it.

",pos
"Lack of Shipping Options

","The only reason I didn&apos;t give this review 5 stars is that I was not given a choice in shipping.  I really didn&apos;t need express shipping for $24.00, but there were no other options.  I do not think it was good customer service for Farfetch to assume that I would want express shipment and to provide no other options, just because an extra discount was promoted.Other than this dissatisfaction, the rest of the order was the usual great Farfetch quality and efficiency.

",pos
"Price and deals you can find at FF are…

","Price and deals you can find at FF are great, especially if you take your time with shopping. Also, delivery is 1/1, super-fast. BUT, it was extremely challenging to buy when their sale started, as page kept crashing down. Besides that, I would recommend buying here!

",pos
"My only problem is packaging When I…

","My only problem is packaging When I Purchase High End Products I Would Like To Have The Designer Package As Well So I Experience The Full Quality Of Buying High End Products.

",pos
"great experience as usual

","It was a great experience and its not my first time 😍, always on time and the packaging is more than perfect 👌, but this time they brought to me a wrong color or maybe its the same but the images was a bit lighter than the real but i liked it also 💕

",pos
"Legit one of the best designer stuffs…

","Legit one of the best designer stuffs aggregator online shops so far. Been shopping with them since 2011. Pity their discounts don’t work with most of the better stuffs on permanent collection etcKevin S.

",pos
"First time actually placing an order…

","First time actually placing an order with Farfetch. Now I understand why the name... these (3 pairs of  Amapo ) jeans came from Spain via Germany, Belgium, then Ohio (USA) then finally to my state Pennsylvania. I wasn’t in a rush to receive the order. It was kinda cool to watch the orders go through the DHL delivery system. Glad to help keep jobs via my order. Thanks Farfetch!

",pos
"Quick and friccionless

","Quick and friccionless. I quickly found what I wanted at a great price.The logistics are expensive.

",pos
"kinda think that the bags looks…

","kinda think that the bags looks prettier in the pictures than the reality.  satisfied with the duration till it reached, also I had it by DHL and the overall experience was clean and smooth.

",pos
"pretty good prices for the stuff they…

","pretty good prices for the stuff they offer

",pos
"The quality is good.Dilivery is…

","The quality is good.Dilivery is speedy.I&apos;m happy shopping in Farfetch.

",pos
"The service was top notch love the…

","The service was top notch love the package

",pos
"Quick

","Quick, easy and very helpful staff

",pos
"Had an okay order experience

","Had an okay order experience, but their prices are way too expensive compared to other fashion outlets.

",pos
"nice experience

","Good price and fast delivery.

",pos
"Customer Service was outstanding

","Customer Service was outstanding. Mafalda exceeded my expectations. However the 2nd Moncler vest (size 4=XL ???) which I just received is also very small (almost identical to size 3). I am 5&apos;9 and weigh 155 pounds. These vests do NOT &quot;fit true to size&quot;!

",pos
"Fast transaction

","Fast transaction, placed the order on Sunday and delivered on Tuesday.Quality wise, a bit disappointed because there&apos;s glue residue on top of the shoe.

",pos
"Thumbs up!

","Thumbs up! Thanks for the good service.

",pos
"Great company

","Great delivery time and a large selection in designer clothes, watches etc. Prices can sometimes be a bit higher than other places,but their great service makes up for it. I can highly recommend

",pos
"Best experience on 1st Purchase, not so great second time!!

","Best experience purchasing my first Valentino Rockstud shoes, direct from Italy, $400 cheaper than DJ in aus, all tax &amp; duties inclusive, to door delivery in 3 days via DHL. Shoes in real brand new cond &amp; right size &amp; combo as ordered. Second order of Stuart Weitzman was an ex display. So if you see the partner is “Larizia” be prepared to get a used pair! However customer service was superb straightaway offered return item for me, eventhough I declined - just in case my money not refunded once I returned the item. You never know with overseas sellers...

",pos
"Quick delivery of 1st order.

","Quick delivery of 1st order.Still waiting advise of delivery of 2nd purchase

",pos
"Great

","Will shop with Farfetch again, that’s for sure!

",pos
"Had a few issues with my first order

","Had a few issues with my first order, but I gave the company a call and I was impressed as the delivery from Italy took less than 3 days 👏🏿. Will shop again

",pos
"I shop at Farfetch often

","I shop at Farfetch often. Their customer service is excellent. I gave them four stars because some of the Farfetch partners aren’t very good. I have received worn merchandise. Of course I sent it back but there should be strict guidelines to govern these merchants.

",pos
"Good concept

","Price is higher and that is not always niceBut you find stuff on Farfetch wich you do not find anywhere 🙏🏻👍🙏🏻Pitty that you have to pay the returncost yourselfBiggest problem is that Nike an Adidas are not consistent in there sizingOverall a good online store

",pos
"Thank you so much

","Thank you so much! Got it nicely. It fits me well.

",pos
